id,courseId,userId,updatedAt,chapters_completed,percentage_completed,certificate
163,13,6,2020-05-07 04:09:11,0,0.0,
164,14,6,2020-09-16 15:55:09,0,0.0,
165,15,6,2023-12-16 08:08:45,0,0.0,
166,16,6,2021-04-24 01:38:32,0,0.0,
167,17,6,2021-12-06 11:02:39,0,0.0,
168,18,6,2023-07-26 23:10:36,0,0.0,
169,19,6,2021-06-26 15:16:59,0,0.0,
170,20,6,2024-07-26 02:42:01,0,0.0,
171,21,6,2021-11-09 03:41:03,0,0.0,
172,22,6,2024-07-06 04:53:15,0,0.0,
173,23,6,2022-09-16 20:12:39,0,0.0,
174,24,6,2022-05-25 03:17:25,0,0.0,
175,25,6,2023-11-25 11:49:18,0,0.0,
176,26,6,2020-06-21 14:35:42,0,0.0,
177,27,6,2023-01-13 15:47:38,0,0.0,
178,28,6,2020-12-28 04:51:17,0,0.0,
179,29,6,2024-04-22 16:46:51,0,0.0,
180,30,6,2023-12-24 22:19:27,0,0.0,
181,1,7,2020-11-26 13:56:58,0,0.0,
182,2,7,2021-10-09 16:48:40,0,0.0,
183,3,7,2020-03-07 18:05:38,0,0.0,
184,4,7,2021-11-18 21:42:27,0,0.0,
185,5,7,2021-01-08 22:43:58,0,0.0,
186,6,7,2023-04-14 13:11:12,0,0.0,
187,7,7,2023-01-30 13:46:36,0,0.0,
188,8,7,2020-11-14 08:05:45,0,0.0,
189,9,7,2021-02-21 07:21:28,0,0.0,
190,10,7,2023-03-13 20:00:45,0,0.0,
191,11,7,2020-08-24 15:06:37,0,0.0,
192,12,7,2024-09-29 21:21:53,0,0.0,
193,13,7,2020-05-07 04:09:11,0,0.0,
194,14,7,2020-09-16 15:55:09,0,0.0,
195,15,7,2023-12-16 08:08:45,0,0.0,
196,16,7,2021-04-24 01:38:32,0,0.0,
197,17,7,2021-12-06 11:02:39,0,0.0,
198,18,7,2023-07-26 23:10:36,0,0.0,
199,19,7,2021-06-26 15:16:59,0,0.0,
200,20,7,2024-07-26 02:42:01,0,0.0,
201,21,7,2021-11-09 03:41:03,0,0.0,
202,22,7,2024-07-06 04:53:15,0,0.0,
203,23,7,2022-09-16 20:12:39,0,0.0,
204,24,7,2022-05-25 03:17:25,0,0.0,
205,25,7,2023-11-25 11:49:18,0,0.0,
206,26,7,2020-06-21 14:35:42,0,0.0,
207,27,7,2023-01-13 15:47:38,0,0.0,
208,28,7,2020-12-28 04:51:17,0,0.0,
209,29,7,2024-04-22 16:46:51,0,0.0,
210,30,7,2023-12-24 22:19:27,0,0.0,
211,1,8,2020-11-26 13:56:58,0,0.0,
212,2,8,2021-10-09 16:48:40,0,0.0,
213,3,8,2020-03-07 18:05:38,0,0.0,
214,4,8,2021-11-18 21:42:27,0,0.0,
215,5,8,2021-01-08 22:43:58,0,0.0,
216,6,8,2023-04-14 13:11:12,0,0.0,
217,7,8,2023-01-30 13:46:36,0,0.0,
218,8,8,2020-11-14 08:05:45,0,0.0,
219,9,8,2021-02-21 07:21:28,0,0.0,
220,10,8,2023-03-13 20:00:45,0,0.0,
221,11,8,2020-08-24 15:06:37,0,0.0,
222,12,8,2024-09-29 21:21:53,0,0.0,
223,13,8,2020-05-07 04:09:11,0,0.0,
224,14,8,2020-09-16 15:55:09,0,0.0,
225,15,8,2023-12-16 08:08:45,0,0.0,
226,16,8,2021-04-24 01:38:32,0,0.0,
227,17,8,2021-12-06 11:02:39,0,0.0,
228,18,8,2023-07-26 23:10:36,0,0.0,
229,19,8,2021-06-26 15:16:59,0,0.0,
230,20,8,2024-07-26 02:42:01,0,0.0,
231,21,8,2021-11-09 03:41:03,0,0.0,
232,22,8,2024-07-06 04:53:15,0,0.0,
233,23,8,2022-09-16 20:12:39,0,0.0,
234,24,8,2022-05-25 03:17:25,0,0.0,
235,25,8,2023-11-25 11:49:18,0,0.0,
236,26,8,2020-06-21 14:35:42,0,0.0,
237,27,8,2023-01-13 15:47:38,0,0.0,
238,28,8,2020-12-28 04:51:17,0,0.0,
239,29,8,2024-04-22 16:46:51,0,0.0,
240,30,8,2023-12-24 22:19:27,0,0.0,
241,1,9,2020-11-26 13:56:58,0,0.0,
242,2,9,2021-10-09 16:48:40,0,0.0,
243,3,9,2020-03-07 18:05:38,0,0.0,
244,4,9,2021-11-18 21:42:27,0,0.0,
245,5,9,2021-01-08 22:43:58,0,0.0,
246,6,9,2023-04-14 13:11:12,0,0.0,
247,7,9,2023-01-30 13:46:36,0,0.0,
248,8,9,2020-11-14 08:05:45,0,0.0,
249,9,9,2021-02-21 07:21:28,0,0.0,
250,10,9,2023-03-13 20:00:45,0,0.0,
251,11,9,2020-08-24 15:06:37,0,0.0,
252,12,9,2024-09-29 21:21:53,0,0.0,
253,13,9,2020-05-07 04:09:11,0,0.0,
254,14,9,2020-09-16 15:55:09,0,0.0,
255,15,9,2023-12-16 08:08:45,0,0.0,
256,16,9,2021-04-24 01:38:32,0,0.0,
257,17,9,2021-12-06 11:02:39,0,0.0,
258,18,9,2023-07-26 23:10:36,0,0.0,
259,19,9,2021-06-26 15:16:59,0,0.0,
260,20,9,2024-07-26 02:42:01,0,0.0,
261,21,9,2021-11-09 03:41:03,0,0.0,
262,22,9,2024-07-06 04:53:15,0,0.0,
263,23,9,2022-09-16 20:12:39,0,0.0,
264,24,9,2022-05-25 03:17:25,0,0.0,
265,25,9,2023-11-25 11:49:18,0,0.0,
266,26,9,2020-06-21 14:35:42,0,0.0,
267,27,9,2023-01-13 15:47:38,0,0.0,
268,28,9,2020-12-28 04:51:17,0,0.0,
269,29,9,2024-04-22 16:46:51,0,0.0,
270,30,9,2023-12-24 22:19:27,0,0.0,
271,1,10,2020-11-26 13:56:58,0,0.0,
272,2,10,2021-10-09 16:48:40,0,0.0,
273,3,10,2020-03-07 18:05:38,0,0.0,
274,4,10,2021-11-18 21:42:27,0,0.0,
275,5,10,2021-01-08 22:43:58,0,0.0,
276,6,10,2023-04-14 13:11:12,0,0.0,
277,7,10,2023-01-30 13:46:36,0,0.0,
278,8,10,2020-11-14 08:05:45,0,0.0,
279,9,10,2021-02-21 07:21:28,0,0.0,
280,10,10,2023-03-13 20:00:45,0,0.0,
281,11,10,2020-08-24 15:06:37,0,0.0,
282,12,10,2024-09-29 21:21:53,0,0.0,
283,13,10,2020-05-07 04:09:11,0,0.0,
284,14,10,2020-09-16 15:55:09,0,0.0,
285,15,10,2023-12-16 08:08:45,0,0.0,
286,16,10,2021-04-24 01:38:32,0,0.0,
287,17,10,2021-12-06 11:02:39,0,0.0,
288,18,10,2023-07-26 23:10:36,0,0.0,
289,19,10,2021-06-26 15:16:59,0,0.0,
290,20,10,2024-07-26 02:42:01,0,0.0,
291,21,10,2021-11-09 03:41:03,0,0.0,
292,22,10,2024-07-06 04:53:15,0,0.0,
293,23,10,2022-09-16 20:12:39,0,0.0,
294,24,10,2022-05-25 03:17:25,0,0.0,
295,25,10,2023-11-25 11:49:18,0,0.0,
296,26,10,2020-06-21 14:35:42,0,0.0,
297,27,10,2023-01-13 15:47:38,0,0.0,
298,28,10,2020-12-28 04:51:17,0,0.0,
299,29,10,2024-04-22 16:46:51,0,0.0,
300,30,10,2023-12-24 22:19:27,0,0.0,
301,1,11,2020-11-26 13:56:58,0,0.0,
302,2,11,2021-10-09 16:48:40,0,0.0,
303,3,11,2020-03-07 18:05:38,0,0.0,
304,4,11,2021-11-18 21:42:27,0,0.0,
305,5,11,2021-01-08 22:43:58,0,0.0,
306,6,11,2023-04-14 13:11:12,0,0.0,
307,7,11,2023-01-30 13:46:36,0,0.0,
308,8,11,2020-11-14 08:05:45,0,0.0,
309,9,11,2021-02-21 07:21:28,0,0.0,
310,10,11,2023-03-13 20:00:45,0,0.0,
311,11,11,2020-08-24 15:06:37,0,0.0,
312,12,11,2024-09-29 21:21:53,0,0.0,
313,13,11,2020-05-07 04:09:11,0,0.0,
314,14,11,2020-09-16 15:55:09,0,0.0,
315,15,11,2023-12-16 08:08:45,0,0.0,
316,16,11,2021-04-24 01:38:32,0,0.0,
317,17,11,2021-12-06 11:02:39,0,0.0,
318,18,11,2023-07-26 23:10:36,0,0.0,
319,19,11,2021-06-26 15:16:59,0,0.0,
320,20,11,2024-07-26 02:42:01,0,0.0,
321,21,11,2021-11-09 03:41:03,0,0.0,
322,22,11,2024-07-06 04:53:15,0,0.0,
323,23,11,2022-09-16 20:12:39,0,0.0,
324,24,11,2022-05-25 03:17:25,0,0.0,
325,25,11,2023-11-25 11:49:18,0,0.0,
326,26,11,2020-06-21 14:35:42,0,0.0,
327,27,11,2023-01-13 15:47:38,0,0.0,
328,28,11,2020-12-28 04:51:17,0,0.0,
329,29,11,2024-04-22 16:46:51,0,0.0,
330,30,11,2023-12-24 22:19:27,0,0.0,
331,1,12,2020-11-26 13:56:58,0,0.0,
332,2,12,2021-10-09 16:48:40,0,0.0,
333,3,12,2020-03-07 18:05:38,0,0.0,
334,4,12,2021-11-18 21:42:27,0,0.0,
335,5,12,2021-01-08 22:43:58,0,0.0,
336,6,12,2023-04-14 13:11:12,0,0.0,
337,7,12,2023-01-30 13:46:36,0,0.0,
338,8,12,2020-11-14 08:05:45,0,0.0,
339,9,12,2021-02-21 07:21:28,0,0.0,
340,10,12,2023-03-13 20:00:45,0,0.0,
341,11,12,2020-08-24 15:06:37,0,0.0,
342,12,12,2024-09-29 21:21:53,0,0.0,
343,13,12,2020-05-07 04:09:11,0,0.0,
344,14,12,2020-09-16 15:55:09,0,0.0,
345,15,12,2023-12-16 08:08:45,0,0.0,
346,16,12,2021-04-24 01:38:32,0,0.0,
347,17,12,2021-12-06 11:02:39,0,0.0,
348,18,12,2023-07-26 23:10:36,0,0.0,
349,19,12,2021-06-26 15:16:59,0,0.0,
350,20,12,2024-07-26 02:42:01,0,0.0,
351,21,12,2021-11-09 03:41:03,0,0.0,
352,22,12,2024-07-06 04:53:15,0,0.0,
353,23,12,2022-09-16 20:12:39,0,0.0,
354,24,12,2022-05-25 03:17:25,0,0.0,
355,25,12,2023-11-25 11:49:18,0,0.0,
356,26,12,2020-06-21 14:35:42,0,0.0,
357,27,12,2023-01-13 15:47:38,0,0.0,
358,28,12,2020-12-28 04:51:17,0,0.0,
359,29,12,2024-04-22 16:46:51,0,0.0,
360,30,12,2023-12-24 22:19:27,0,0.0,
361,1,13,2020-11-26 13:56:58,0,0.0,
362,2,13,2021-10-09 16:48:40,0,0.0,
363,3,13,2020-03-07 18:05:38,0,0.0,
364,4,13,2021-11-18 21:42:27,0,0.0,
365,5,13,2021-01-08 22:43:58,0,0.0,
366,6,13,2023-04-14 13:11:12,0,0.0,
367,7,13,2023-01-30 13:46:36,0,0.0,
368,8,13,2020-11-14 08:05:45,0,0.0,
369,9,13,2021-02-21 07:21:28,0,0.0,
370,10,13,2023-03-13 20:00:45,0,0.0,
371,11,13,2020-08-24 15:06:37,0,0.0,
372,12,13,2024-09-29 21:21:53,0,0.0,
373,13,13,2020-05-07 04:09:11,0,0.0,
374,14,13,2020-09-16 15:55:09,0,0.0,
375,15,13,2023-12-16 08:08:45,0,0.0,
376,16,13,2021-04-24 01:38:32,0,0.0,
377,17,13,2021-12-06 11:02:39,0,0.0,
378,18,13,2023-07-26 23:10:36,0,0.0,
379,19,13,2021-06-26 15:16:59,0,0.0,
380,20,13,2024-07-26 02:42:01,0,0.0,
381,21,13,2021-11-09 03:41:03,0,0.0,
382,22,13,2024-07-06 04:53:15,0,0.0,
383,23,13,2022-09-16 20:12:39,0,0.0,
384,24,13,2022-05-25 03:17:25,0,0.0,
385,25,13,2023-11-25 11:49:18,0,0.0,
386,26,13,2020-06-21 14:35:42,0,0.0,
387,27,13,2023-01-13 15:47:38,0,0.0,
388,28,13,2020-12-28 04:51:17,0,0.0,
389,29,13,2024-04-22 16:46:51,0,0.0,
390,30,13,2023-12-24 22:19:27,0,0.0,
391,1,14,2020-11-26 13:56:58,0,0.0,
392,2,14,2021-10-09 16:48:40,0,0.0,
393,3,14,2020-03-07 18:05:38,0,0.0,
394,4,14,2021-11-18 21:42:27,0,0.0,
395,5,14,2021-01-08 22:43:58,0,0.0,
396,6,14,2023-04-14 13:11:12,0,0.0,
397,7,14,2023-01-30 13:46:36,0,0.0,
398,8,14,2020-11-14 08:05:45,0,0.0,
399,9,14,2021-02-21 07:21:28,0,0.0,
400,10,14,2023-03-13 20:00:45,0,0.0,
401,11,14,2020-08-24 15:06:37,0,0.0,
402,12,14,2024-09-29 21:21:53,0,0.0,
403,13,14,2020-05-07 04:09:11,0,0.0,
404,14,14,2020-09-16 15:55:09,0,0.0,
405,15,14,2023-12-16 08:08:45,0,0.0,
406,16,14,2021-04-24 01:38:32,0,0.0,
407,17,14,2021-12-06 11:02:39,0,0.0,
408,18,14,2023-07-26 23:10:36,0,0.0,
409,19,14,2021-06-26 15:16:59,0,0.0,
410,20,14,2024-07-26 02:42:01,0,0.0,
411,21,14,2021-11-09 03:41:03,0,0.0,
412,22,14,2024-07-06 04:53:15,0,0.0,
413,23,14,2022-09-16 20:12:39,0,0.0,
414,24,14,2022-05-25 03:17:25,0,0.0,
415,25,14,2023-11-25 11:49:18,0,0.0,
416,26,14,2020-06-21 14:35:42,0,0.0,
417,27,14,2023-01-13 15:47:38,0,0.0,
418,28,14,2020-12-28 04:51:17,0,0.0,
419,29,14,2024-04-22 16:46:51,0,0.0,
420,30,14,2023-12-24 22:19:27,0,0.0,
421,1,15,2020-11-26 13:56:58,0,0.0,
422,2,15,2021-10-09 16:48:40,0,0.0,
423,3,15,2020-03-07 18:05:38,0,0.0,
424,4,15,2021-11-18 21:42:27,0,0.0,
425,5,15,2021-01-08 22:43:58,0,0.0,
426,6,15,2023-04-14 13:11:12,0,0.0,
427,7,15,2023-01-30 13:46:36,0,0.0,
428,8,15,2020-11-14 08:05:45,0,0.0,
429,9,15,2021-02-21 07:21:28,0,0.0,
430,10,15,2023-03-13 20:00:45,0,0.0,
431,11,15,2020-08-24 15:06:37,0,0.0,
432,12,15,2024-09-29 21:21:53,0,0.0,
433,13,15,2020-05-07 04:09:11,0,0.0,
434,14,15,2020-09-16 15:55:09,0,0.0,
435,15,15,2023-12-16 08:08:45,0,0.0,
436,16,15,2021-04-24 01:38:32,0,0.0,
437,17,15,2021-12-06 11:02:39,0,0.0,
438,18,15,2023-07-26 23:10:36,0,0.0,
439,19,15,2021-06-26 15:16:59,0,0.0,
440,20,15,2024-07-26 02:42:01,0,0.0,
441,21,15,2021-11-09 03:41:03,0,0.0,
442,22,15,2024-07-06 04:53:15,0,0.0,
443,23,15,2022-09-16 20:12:39,0,0.0,
444,24,15,2022-05-25 03:17:25,0,0.0,
445,25,15,2023-11-25 11:49:18,0,0.0,
446,26,15,2020-06-21 14:35:42,0,0.0,
447,27,15,2023-01-13 15:47:38,0,0.0,
448,28,15,2020-12-28 04:51:17,0,0.0,
449,29,15,2024-04-22 16:46:51,0,0.0,
450,30,15,2023-12-24 22:19:27,0,0.0,
451,1,16,2020-11-26 13:56:58,0,0.0,
452,2,16,2021-10-09 16:48:40,0,0.0,
453,3,16,2020-03-07 18:05:38,0,0.0,
454,4,16,2021-11-18 21:42:27,0,0.0,
455,5,16,2021-01-08 22:43:58,0,0.0,
456,6,16,2023-04-14 13:11:12,0,0.0,
457,7,16,2023-01-30 13:46:36,0,0.0,
458,8,16,2020-11-14 08:05:45,0,0.0,
459,9,16,2021-02-21 07:21:28,0,0.0,
460,10,16,2023-03-13 20:00:45,0,0.0,
461,11,16,2020-08-24 15:06:37,0,0.0,
462,12,16,2024-09-29 21:21:53,0,0.0,
463,13,16,2020-05-07 04:09:11,0,0.0,
464,14,16,2020-09-16 15:55:09,0,0.0,
465,15,16,2023-12-16 08:08:45,0,0.0,
466,16,16,2021-04-24 01:38:32,0,0.0,
467,17,16,2021-12-06 11:02:39,0,0.0,
468,18,16,2023-07-26 23:10:36,0,0.0,
469,19,16,2021-06-26 15:16:59,0,0.0,
470,20,16,2024-07-26 02:42:01,0,0.0,
471,21,16,2021-11-09 03:41:03,0,0.0,
472,22,16,2024-07-06 04:53:15,0,0.0,
473,23,16,2022-09-16 20:12:39,0,0.0,
474,24,16,2022-05-25 03:17:25,0,0.0,
475,25,16,2023-11-25 11:49:18,0,0.0,
476,26,16,2020-06-21 14:35:42,0,0.0,
477,27,16,2023-01-13 15:47:38,0,0.0,
478,28,16,2020-12-28 04:51:17,0,0.0,
479,29,16,2024-04-22 16:46:51,0,0.0,
480,30,16,2023-12-24 22:19:27,0,0.0,
481,1,17,2020-11-26 13:56:58,0,0.0,
482,2,17,2021-10-09 16:48:40,0,0.0,
483,3,17,2020-03-07 18:05:38,0,0.0,
484,4,17,2021-11-18 21:42:27,0,0.0,
485,5,17,2021-01-08 22:43:58,0,0.0,
486,6,17,2023-04-14 13:11:12,0,0.0,
487,7,17,2023-01-30 13:46:36,0,0.0,
488,8,17,2020-11-14 08:05:45,0,0.0,
489,9,17,2021-02-21 07:21:28,0,0.0,
490,10,17,2023-03-13 20:00:45,0,0.0,
491,11,17,2020-08-24 15:06:37,0,0.0,
492,12,17,2024-09-29 21:21:53,0,0.0,
493,13,17,2020-05-07 04:09:11,0,0.0,
494,14,17,2020-09-16 15:55:09,0,0.0,
495,15,17,2023-12-16 08:08:45,0,0.0,
496,16,17,2021-04-24 01:38:32,0,0.0,
497,17,17,2021-12-06 11:02:39,0,0.0,
498,18,17,2023-07-26 23:10:36,0,0.0,
499,19,17,2021-06-26 15:16:59,0,0.0,
500,20,17,2024-07-26 02:42:01,0,0.0,
501,21,17,2021-11-09 03:41:03,0,0.0,
502,22,17,2024-07-06 04:53:15,0,0.0,
503,23,17,2022-09-16 20:12:39,0,0.0,
504,24,17,2022-05-25 03:17:25,0,0.0,
505,25,17,2023-11-25 11:49:18,0,0.0,
506,26,17,2020-06-21 14:35:42,0,0.0,
507,27,17,2023-01-13 15:47:38,0,0.0,
508,28,17,2020-12-28 04:51:17,0,0.0,
509,29,17,2024-04-22 16:46:51,0,0.0,
510,30,17,2023-12-24 22:19:27,0,0.0,
511,1,18,2020-11-26 13:56:58,0,0.0,
512,2,18,2021-10-09 16:48:40,0,0.0,
513,3,18,2020-03-07 18:05:38,0,0.0,
514,4,18,2021-11-18 21:42:27,0,0.0,
515,5,18,2021-01-08 22:43:58,0,0.0,
516,6,18,2023-04-14 13:11:12,0,0.0,
517,7,18,2023-01-30 13:46:36,0,0.0,
518,8,18,2020-11-14 08:05:45,0,0.0,
519,9,18,2021-02-21 07:21:28,0,0.0,
520,10,18,2023-03-13 20:00:45,0,0.0,
521,11,18,2020-08-24 15:06:37,0,0.0,
522,12,18,2024-09-29 21:21:53,0,0.0,
523,13,18,2020-05-07 04:09:11,0,0.0,
524,14,18,2020-09-16 15:55:09,0,0.0,
525,15,18,2023-12-16 08:08:45,0,0.0,
526,16,18,2021-04-24 01:38:32,0,0.0,
527,17,18,2021-12-06 11:02:39,0,0.0,
528,18,18,2023-07-26 23:10:36,0,0.0,
529,19,18,2021-06-26 15:16:59,0,0.0,
530,20,18,2024-07-26 02:42:01,0,0.0,
531,21,18,2021-11-09 03:41:03,0,0.0,
532,22,18,2024-07-06 04:53:15,0,0.0,
533,23,18,2022-09-16 20:12:39,0,0.0,
534,24,18,2022-05-25 03:17:25,0,0.0,
535,25,18,2023-11-25 11:49:18,0,0.0,
