userId,courseId,chapters_completed,percentage_completed,updated_year,updated_month,updated_day
6,27,0,0.0,2021,1,11
6,28,0,0.0,2024,1,2
6,29,0,0.0,2022,8,13
6,30,0,0.0,2021,2,13
7,1,0,0.0,2020,4,18
7,2,0,0.0,2020,9,12
7,3,0,0.0,2024,5,10
7,4,0,0.0,2021,10,7
7,5,0,0.0,2021,2,24
7,6,0,0.0,2024,1,4
7,7,0,0.0,2022,8,24
7,8,0,0.0,2024,9,26
7,9,0,0.0,2020,3,16
7,10,0,0.0,2024,7,10
7,11,0,0.0,2022,11,27
7,12,0,0.0,2021,12,8
7,13,0,0.0,2020,7,2
7,14,0,0.0,2022,4,14
7,15,0,0.0,2021,12,18
7,16,0,0.0,2020,5,27
7,17,0,0.0,2020,3,6
7,18,0,0.0,2024,4,24
7,19,0,0.0,2022,10,1
7,20,0,0.0,2021,11,2
7,21,0,0.0,2021,3,21
7,22,0,0.0,2022,7,28
7,23,0,0.0,2023,9,16
7,24,0,0.0,2023,7,12
7,25,0,0.0,2023,1,23
7,26,0,0.0,2023,11,23
7,27,0,0.0,2021,1,11
7,28,0,0.0,2024,1,2
7,29,0,0.0,2022,8,13
7,30,0,0.0,2021,2,13
8,1,0,0.0,2020,4,18
8,2,0,0.0,2020,9,12
8,3,0,0.0,2024,5,10
8,4,0,0.0,2021,10,7
8,5,0,0.0,2021,2,24
8,6,0,0.0,2024,1,4
8,7,0,0.0,2022,8,24
8,8,0,0.0,2024,9,26
8,9,0,0.0,2020,3,16
8,10,0,0.0,2024,7,10
8,11,0,0.0,2022,11,27
8,12,0,0.0,2021,12,8
8,13,0,0.0,2020,7,2
8,14,0,0.0,2022,4,14
8,15,0,0.0,2021,12,18
8,16,0,0.0,2020,5,27
8,17,0,0.0,2020,3,6
8,18,0,0.0,2024,4,24
8,19,0,0.0,2022,10,1
8,20,0,0.0,2021,11,2
8,21,0,0.0,2021,3,21
8,22,0,0.0,2022,7,28
8,23,0,0.0,2023,9,16
8,24,0,0.0,2023,7,12
8,25,0,0.0,2023,1,23
8,26,0,0.0,2023,11,23
8,27,0,0.0,2021,1,11
8,28,0,0.0,2024,1,2
8,29,0,0.0,2022,8,13
8,30,0,0.0,2021,2,13
9,1,0,0.0,2020,4,18
9,2,0,0.0,2020,9,12
9,3,0,0.0,2024,5,10
9,4,0,0.0,2021,10,7
9,5,0,0.0,2021,2,24
9,6,0,0.0,2024,1,4
9,7,0,0.0,2022,8,24
9,8,0,0.0,2024,9,26
9,9,0,0.0,2020,3,16
9,10,0,0.0,2024,7,10
9,11,0,0.0,2022,11,27
9,12,0,0.0,2021,12,8
9,13,0,0.0,2020,7,2
9,14,0,0.0,2022,4,14
9,15,0,0.0,2021,12,18
9,16,0,0.0,2020,5,27
9,17,0,0.0,2020,3,6
9,18,0,0.0,2024,4,24
9,19,0,0.0,2022,10,1
9,20,0,0.0,2021,11,2
9,21,0,0.0,2021,3,21
9,22,0,0.0,2022,7,28
9,23,0,0.0,2023,9,16
9,24,0,0.0,2023,7,12
9,25,0,0.0,2023,1,23
9,26,0,0.0,2023,11,23
9,27,0,0.0,2021,1,11
9,28,0,0.0,2024,1,2
9,29,0,0.0,2022,8,13
9,30,0,0.0,2021,2,13
10,1,0,0.0,2020,4,18
10,2,0,0.0,2020,9,12
10,3,0,0.0,2024,5,10
10,4,0,0.0,2021,10,7
10,5,0,0.0,2021,2,24
10,6,0,0.0,2024,1,4
10,7,0,0.0,2022,8,24
10,8,0,0.0,2024,9,26
10,9,0,0.0,2020,3,16
10,10,0,0.0,2024,7,10
10,11,0,0.0,2022,11,27
10,12,0,0.0,2021,12,8
10,13,0,0.0,2020,7,2
10,14,0,0.0,2022,4,14
10,15,0,0.0,2021,12,18
10,16,0,0.0,2020,5,27
10,17,0,0.0,2020,3,6
10,18,0,0.0,2024,4,24
10,19,0,0.0,2022,10,1
10,20,0,0.0,2021,11,2
10,21,0,0.0,2021,3,21
10,22,0,0.0,2022,7,28
10,23,0,0.0,2023,9,16
10,24,0,0.0,2023,7,12
10,25,0,0.0,2023,1,23
10,26,0,0.0,2023,11,23
10,27,0,0.0,2021,1,11
10,28,0,0.0,2024,1,2
10,29,0,0.0,2022,8,13
10,30,0,0.0,2021,2,13
11,1,0,0.0,2020,4,18
11,2,0,0.0,2020,9,12
11,3,0,0.0,2024,5,10
11,4,0,0.0,2021,10,7
11,5,0,0.0,2021,2,24
11,6,0,0.0,2024,1,4
11,7,0,0.0,2022,8,24
11,8,0,0.0,2024,9,26
11,9,0,0.0,2020,3,16
11,10,0,0.0,2024,7,10
11,11,0,0.0,2022,11,27
11,12,0,0.0,2021,12,8
11,13,0,0.0,2020,7,2
11,14,0,0.0,2022,4,14
11,15,0,0.0,2021,12,18
11,16,0,0.0,2020,5,27
11,17,0,0.0,2020,3,6
11,18,0,0.0,2024,4,24
11,19,0,0.0,2022,10,1
11,20,0,0.0,2021,11,2
11,21,0,0.0,2021,3,21
11,22,0,0.0,2022,7,28
11,23,0,0.0,2023,9,16
11,24,0,0.0,2023,7,12
11,25,0,0.0,2023,1,23
11,26,0,0.0,2023,11,23
11,27,0,0.0,2021,1,11
11,28,0,0.0,2024,1,2
11,29,0,0.0,2022,8,13
11,30,0,0.0,2021,2,13
12,1,0,0.0,2020,4,18
12,2,0,0.0,2020,9,12
12,3,0,0.0,2024,5,10
12,4,0,0.0,2021,10,7
12,5,0,0.0,2021,2,24
12,6,0,0.0,2024,1,4
12,7,0,0.0,2022,8,24
12,8,0,0.0,2024,9,26
12,9,0,0.0,2020,3,16
12,10,0,0.0,2024,7,10
12,11,0,0.0,2022,11,27
12,12,0,0.0,2021,12,8
12,13,0,0.0,2020,7,2
12,14,0,0.0,2022,4,14
12,15,0,0.0,2021,12,18
12,16,0,0.0,2020,5,27
12,17,0,0.0,2020,3,6
12,18,0,0.0,2024,4,24
12,19,0,0.0,2022,10,1
12,20,0,0.0,2021,11,2
12,21,0,0.0,2021,3,21
12,22,0,0.0,2022,7,28
12,23,0,0.0,2023,9,16
12,24,0,0.0,2023,7,12
12,25,0,0.0,2023,1,23
12,26,0,0.0,2023,11,23
12,27,0,0.0,2021,1,11
12,28,0,0.0,2024,1,2
12,29,0,0.0,2022,8,13
12,30,0,0.0,2021,2,13
13,1,0,0.0,2020,4,18
13,2,0,0.0,2020,9,12
13,3,0,0.0,2024,5,10
13,4,0,0.0,2021,10,7
13,5,0,0.0,2021,2,24
13,6,0,0.0,2024,1,4
13,7,0,0.0,2022,8,24
13,8,0,0.0,2024,9,26
13,9,0,0.0,2020,3,16
13,10,0,0.0,2024,7,10
13,11,0,0.0,2022,11,27
13,12,0,0.0,2021,12,8
13,13,0,0.0,2020,7,2
13,14,0,0.0,2022,4,14
13,15,0,0.0,2021,12,18
13,16,0,0.0,2020,5,27
13,17,0,0.0,2020,3,6
13,18,0,0.0,2024,4,24
13,19,0,0.0,2022,10,1
13,20,0,0.0,2021,11,2
13,21,0,0.0,2021,3,21
13,22,0,0.0,2022,7,28
13,23,0,0.0,2023,9,16
13,24,0,0.0,2023,7,12
13,25,0,0.0,2023,1,23
13,26,0,0.0,2023,11,23
13,27,0,0.0,2021,1,11
13,28,0,0.0,2024,1,2
13,29,0,0.0,2022,8,13
13,30,0,0.0,2021,2,13
14,1,0,0.0,2020,4,18
14,2,0,0.0,2020,9,12
14,3,0,0.0,2024,5,10
14,4,0,0.0,2021,10,7
14,5,0,0.0,2021,2,24
14,6,0,0.0,2024,1,4
14,7,0,0.0,2022,8,24
14,8,0,0.0,2024,9,26
14,9,0,0.0,2020,3,16
14,10,0,0.0,2024,7,10
14,11,0,0.0,2022,11,27
14,12,0,0.0,2021,12,8
14,13,0,0.0,2020,7,2
14,14,0,0.0,2022,4,14
14,15,0,0.0,2021,12,18
14,16,0,0.0,2020,5,27
14,17,0,0.0,2020,3,6
14,18,0,0.0,2024,4,24
14,19,0,0.0,2022,10,1
14,20,0,0.0,2021,11,2
14,21,0,0.0,2021,3,21
14,22,0,0.0,2022,7,28
14,23,0,0.0,2023,9,16
14,24,0,0.0,2023,7,12
14,25,0,0.0,2023,1,23
14,26,0,0.0,2023,11,23
14,27,0,0.0,2021,1,11
14,28,0,0.0,2024,1,2
14,29,0,0.0,2022,8,13
14,30,0,0.0,2021,2,13
15,1,0,0.0,2020,4,18
15,2,0,0.0,2020,9,12
15,3,0,0.0,2024,5,10
15,4,0,0.0,2021,10,7
15,5,0,0.0,2021,2,24
15,6,0,0.0,2024,1,4
15,7,0,0.0,2022,8,24
15,8,0,0.0,2024,9,26
15,9,0,0.0,2020,3,16
15,10,0,0.0,2024,7,10
15,11,0,0.0,2022,11,27
15,12,0,0.0,2021,12,8
15,13,0,0.0,2020,7,2
15,14,0,0.0,2022,4,14
15,15,0,0.0,2021,12,18
15,16,0,0.0,2020,5,27
15,17,0,0.0,2020,3,6
15,18,0,0.0,2024,4,24
15,19,0,0.0,2022,10,1
15,20,0,0.0,2021,11,2
15,21,0,0.0,2021,3,21
15,22,0,0.0,2022,7,28
15,23,0,0.0,2023,9,16
15,24,0,0.0,2023,7,12
15,25,0,0.0,2023,1,23
15,26,0,0.0,2023,11,23
15,27,0,0.0,2021,1,11
15,28,0,0.0,2024,1,2
15,29,0,0.0,2022,8,13
15,30,0,0.0,2021,2,13
16,1,0,0.0,2020,4,18
16,2,0,0.0,2020,9,12
16,3,0,0.0,2024,5,10
16,4,0,0.0,2021,10,7
16,5,0,0.0,2021,2,24
16,6,0,0.0,2024,1,4
16,7,0,0.0,2022,8,24
16,8,0,0.0,2024,9,26
16,9,0,0.0,2020,3,16
16,10,0,0.0,2024,7,10
16,11,0,0.0,2022,11,27
16,12,0,0.0,2021,12,8
16,13,0,0.0,2020,7,2
16,14,0,0.0,2022,4,14
16,15,0,0.0,2021,12,18
16,16,0,0.0,2020,5,27
16,17,0,0.0,2020,3,6
16,18,0,0.0,2024,4,24
16,19,0,0.0,2022,10,1
16,20,0,0.0,2021,11,2
16,21,0,0.0,2021,3,21
16,22,0,0.0,2022,7,28
16,23,0,0.0,2023,9,16
16,24,0,0.0,2023,7,12
16,25,0,0.0,2023,1,23
16,26,0,0.0,2023,11,23
16,27,0,0.0,2021,1,11
16,28,0,0.0,2024,1,2
16,29,0,0.0,2022,8,13
16,30,0,0.0,2021,2,13
17,1,0,0.0,2020,4,18
17,2,0,0.0,2020,9,12
17,3,0,0.0,2024,5,10
17,4,0,0.0,2021,10,7
17,5,0,0.0,2021,2,24
17,6,0,0.0,2024,1,4
17,7,0,0.0,2022,8,24
17,8,0,0.0,2024,9,26
17,9,0,0.0,2020,3,16
17,10,0,0.0,2024,7,10
17,11,0,0.0,2022,11,27
17,12,0,0.0,2021,12,8
17,13,0,0.0,2020,7,2
17,14,0,0.0,2022,4,14
17,15,0,0.0,2021,12,18
17,16,0,0.0,2020,5,27
17,17,0,0.0,2020,3,6
17,18,0,0.0,2024,4,24
17,19,0,0.0,2022,10,1
17,20,0,0.0,2021,11,2
17,21,0,0.0,2021,3,21
17,22,0,0.0,2022,7,28
17,23,0,0.0,2023,9,16
17,24,0,0.0,2023,7,12
17,25,0,0.0,2023,1,23
17,26,0,0.0,2023,11,23
17,27,0,0.0,2021,1,11
17,28,0,0.0,2024,1,2
17,29,0,0.0,2022,8,13
17,30,0,0.0,2021,2,13
18,1,0,0.0,2020,4,18
18,2,0,0.0,2020,9,12
18,3,0,0.0,2024,5,10
18,4,0,0.0,2021,10,7
18,5,0,0.0,2021,2,24
18,6,0,0.0,2024,1,4
18,7,0,0.0,2022,8,24
18,8,0,0.0,2024,9,26
18,9,0,0.0,2020,3,16
18,10,0,0.0,2024,7,10
18,11,0,0.0,2022,11,27
18,12,0,0.0,2021,12,8
18,13,0,0.0,2020,7,2
18,14,0,0.0,2022,4,14
18,15,0,0.0,2021,12,18
18,16,0,0.0,2020,5,27
18,17,0,0.0,2020,3,6
18,18,0,0.0,2024,4,24
18,19,0,0.0,2022,10,1
18,20,0,0.0,2021,11,2
18,21,0,0.0,2021,3,21
18,22,0,0.0,2022,7,28
18,23,0,0.0,2023,9,16
18,24,0,0.0,2023,7,12
18,25,0,0.0,2023,1,23
18,26,0,0.0,2023,11,23
18,27,0,0.0,2021,1,11
18,28,0,0.0,2024,1,2
18,29,0,0.0,2022,8,13
18,30,0,0.0,2021,2,13
19,1,0,0.0,2020,4,18
19,2,0,0.0,2020,9,12
19,3,0,0.0,2024,5,10
19,4,0,0.0,2021,10,7
19,5,0,0.0,2021,2,24
19,6,0,0.0,2024,1,4
19,7,0,0.0,2022,8,24
19,8,0,0.0,2024,9,26
19,9,0,0.0,2020,3,16
19,10,0,0.0,2024,7,10
19,11,0,0.0,2022,11,27
19,12,0,0.0,2021,12,8
19,13,0,0.0,2020,7,2
19,14,0,0.0,2022,4,14
19,15,0,0.0,2021,12,18
19,16,0,0.0,2020,5,27
19,17,0,0.0,2020,3,6
19,18,0,0.0,2024,4,24
19,19,0,0.0,2022,10,1
19,20,0,0.0,2021,11,2
19,21,0,0.0,2021,3,21
19,22,0,0.0,2022,7,28
19,23,0,0.0,2023,9,16
19,24,0,0.0,2023,7,12
19,25,0,0.0,2023,1,23
19,26,0,0.0,2023,11,23
19,27,0,0.0,2021,1,11
19,28,0,0.0,2024,1,2
19,29,0,0.0,2022,8,13
19,30,0,0.0,2021,2,13
20,1,0,0.0,2020,4,18
20,2,0,0.0,2020,9,12
20,3,0,0.0,2024,5,10
20,4,0,0.0,2021,10,7
20,5,0,0.0,2021,2,24
20,6,0,0.0,2024,1,4
20,7,0,0.0,2022,8,24
20,8,0,0.0,2024,9,26
20,9,0,0.0,2020,3,16
20,10,0,0.0,2024,7,10
20,11,0,0.0,2022,11,27
20,12,0,0.0,2021,12,8
20,13,0,0.0,2020,7,2
20,14,0,0.0,2022,4,14
20,15,0,0.0,2021,12,18
20,16,0,0.0,2020,5,27
20,17,0,0.0,2020,3,6
20,18,0,0.0,2024,4,24
20,19,0,0.0,2022,10,1
20,20,0,0.0,2021,11,2
20,21,0,0.0,2021,3,21
20,22,0,0.0,2022,7,28
20,23,0,0.0,2023,9,16
20,24,0,0.0,2023,7,12
20,25,0,0.0,2023,1,23
20,26,0,0.0,2023,11,23
20,27,0,0.0,2021,1,11
20,28,0,0.0,2024,1,2
20,29,0,0.0,2022,8,13
20,30,0,0.0,2021,2,13
21,1,0,0.0,2020,4,18
21,2,0,0.0,2020,9,12
21,3,0,0.0,2024,5,10
21,4,0,0.0,2021,10,7
21,5,0,0.0,2021,2,24
21,6,0,0.0,2024,1,4
21,7,0,0.0,2022,8,24
21,8,0,0.0,2024,9,26
21,9,0,0.0,2020,3,16
21,10,0,0.0,2024,7,10
21,11,0,0.0,2022,11,27
21,12,0,0.0,2021,12,8
21,13,0,0.0,2020,7,2
21,14,0,0.0,2022,4,14
21,15,0,0.0,2021,12,18
21,16,0,0.0,2020,5,27
21,17,0,0.0,2020,3,6
21,18,0,0.0,2024,4,24
21,19,0,0.0,2022,10,1
21,20,0,0.0,2021,11,2
21,21,0,0.0,2021,3,21
21,22,0,0.0,2022,7,28
21,23,0,0.0,2023,9,16
21,24,0,0.0,2023,7,12
21,25,0,0.0,2023,1,23
21,26,0,0.0,2023,11,23
21,27,0,0.0,2021,1,11
21,28,0,0.0,2024,1,2
21,29,0,0.0,2022,8,13
21,30,0,0.0,2021,2,13
22,1,0,0.0,2020,4,18
22,2,0,0.0,2020,9,12
22,3,0,0.0,2024,5,10
22,4,0,0.0,2021,10,7
22,5,0,0.0,2021,2,24
22,6,0,0.0,2024,1,4
22,7,0,0.0,2022,8,24
22,8,0,0.0,2024,9,26
22,9,0,0.0,2020,3,16
22,10,0,0.0,2024,7,10
22,11,0,0.0,2022,11,27
22,12,0,0.0,2021,12,8
22,13,0,0.0,2020,7,2
22,14,0,0.0,2022,4,14
22,15,0,0.0,2021,12,18
22,16,0,0.0,2020,5,27
22,17,0,0.0,2020,3,6
22,18,0,0.0,2024,4,24
22,19,0,0.0,2022,10,1
22,20,0,0.0,2021,11,2
22,21,0,0.0,2021,3,21
22,22,0,0.0,2022,7,28
22,23,0,0.0,2023,9,16
22,24,0,0.0,2023,7,12
22,25,0,0.0,2023,1,23
22,26,0,0.0,2023,11,23
22,27,0,0.0,2021,1,11
22,28,0,0.0,2024,1,2
22,29,0,0.0,2022,8,13
22,30,0,0.0,2021,2,13
23,1,0,0.0,2020,4,18
23,2,0,0.0,2020,9,12
23,3,0,0.0,2024,5,10
23,4,0,0.0,2021,10,7
23,5,0,0.0,2021,2,24
23,6,0,0.0,2024,1,4
23,7,0,0.0,2022,8,24
23,8,0,0.0,2024,9,26
23,9,0,0.0,2020,3,16
23,10,0,0.0,2024,7,10
23,11,0,0.0,2022,11,27
23,12,0,0.0,2021,12,8
23,13,0,0.0,2020,7,2
23,14,0,0.0,2022,4,14
23,15,0,0.0,2021,12,18
23,16,0,0.0,2020,5,27
23,17,0,0.0,2020,3,6
23,18,0,0.0,2024,4,24
23,19,0,0.0,2022,10,1
23,20,0,0.0,2021,11,2
23,21,0,0.0,2021,3,21
23,22,0,0.0,2022,7,28
23,23,0,0.0,2023,9,16
23,24,0,0.0,2023,7,12
23,25,0,0.0,2023,1,23
23,26,0,0.0,2023,11,23
23,27,0,0.0,2021,1,11
23,28,0,0.0,2024,1,2
23,29,0,0.0,2022,8,13
23,30,0,0.0,2021,2,13
24,1,0,0.0,2020,4,18
24,2,0,0.0,2020,9,12
24,3,0,0.0,2024,5,10
24,4,0,0.0,2021,10,7
24,5,0,0.0,2021,2,24
24,6,0,0.0,2024,1,4
24,7,0,0.0,2022,8,24
24,8,0,0.0,2024,9,26
24,9,0,0.0,2020,3,16
24,10,0,0.0,2024,7,10
24,11,0,0.0,2022,11,27
24,12,0,0.0,2021,12,8
24,13,0,0.0,2020,7,2
24,14,0,0.0,2022,4,14
24,15,0,0.0,2021,12,18
24,16,0,0.0,2020,5,27
24,17,0,0.0,2020,3,6
24,18,0,0.0,2024,4,24
24,19,0,0.0,2022,10,1
24,20,0,0.0,2021,11,2
24,21,0,0.0,2021,3,21
24,22,0,0.0,2022,7,28
24,23,0,0.0,2023,9,16
24,24,0,0.0,2023,7,12
24,25,0,0.0,2023,1,23
24,26,0,0.0,2023,11,23
24,27,0,0.0,2021,1,11
24,28,0,0.0,2024,1,2
24,29,0,0.0,2022,8,13
24,30,0,0.0,2021,2,13
25,1,0,0.0,2020,4,18
25,2,0,0.0,2020,9,12
25,3,0,0.0,2024,5,10
25,4,0,0.0,2021,10,7
25,5,0,0.0,2021,2,24
25,6,0,0.0,2024,1,4
25,7,0,0.0,2022,8,24
25,8,0,0.0,2024,9,26
25,9,0,0.0,2020,3,16
25,10,0,0.0,2024,7,10
25,11,0,0.0,2022,11,27
25,12,0,0.0,2021,12,8
25,13,0,0.0,2020,7,2
25,14,0,0.0,2022,4,14
25,15,0,0.0,2021,12,18
25,16,0,0.0,2020,5,27
25,17,0,0.0,2020,3,6
25,18,0,0.0,2024,4,24
25,19,0,0.0,2022,10,1
25,20,0,0.0,2021,11,2
25,21,0,0.0,2021,3,21
25,22,0,0.0,2022,7,28
25,23,0,0.0,2023,9,16
25,24,0,0.0,2023,7,12
25,25,0,0.0,2023,1,23
25,26,0,0.0,2023,11,23
25,27,0,0.0,2021,1,11
25,28,0,0.0,2024,1,2
25,29,0,0.0,2022,8,13
25,30,0,0.0,2021,2,13
26,1,0,0.0,2020,4,18
26,2,0,0.0,2020,9,12
26,3,0,0.0,2024,5,10
26,4,0,0.0,2021,10,7
26,5,0,0.0,2021,2,24
26,6,0,0.0,2024,1,4
26,7,0,0.0,2022,8,24
26,8,0,0.0,2024,9,26
26,9,0,0.0,2020,3,16
26,10,0,0.0,2024,7,10
26,11,0,0.0,2022,11,27
26,12,0,0.0,2021,12,8
26,13,0,0.0,2020,7,2
26,14,0,0.0,2022,4,14
26,15,0,0.0,2021,12,18
26,16,0,0.0,2020,5,27
26,17,0,0.0,2020,3,6
26,18,0,0.0,2024,4,24
26,19,0,0.0,2022,10,1
26,20,0,0.0,2021,11,2
26,21,0,0.0,2021,3,21
26,22,0,0.0,2022,7,28
26,23,0,0.0,2023,9,16
26,24,0,0.0,2023,7,12
26,25,0,0.0,2023,1,23
26,26,0,0.0,2023,11,23
26,27,0,0.0,2021,1,11
26,28,0,0.0,2024,1,2
26,29,0,0.0,2022,8,13
26,30,0,0.0,2021,2,13
27,1,0,0.0,2020,4,18
27,2,0,0.0,2020,9,12
27,3,0,0.0,2024,5,10
27,4,0,0.0,2021,10,7
27,5,0,0.0,2021,2,24
27,6,0,0.0,2024,1,4
27,7,0,0.0,2022,8,24
27,8,0,0.0,2024,9,26
27,9,0,0.0,2020,3,16
27,10,0,0.0,2024,7,10
27,11,0,0.0,2022,11,27
27,12,0,0.0,2021,12,8
27,13,0,0.0,2020,7,2
27,14,0,0.0,2022,4,14
27,15,0,0.0,2021,12,18
27,16,0,0.0,2020,5,27
27,17,0,0.0,2020,3,6
27,18,0,0.0,2024,4,24
27,19,0,0.0,2022,10,1
27,20,0,0.0,2021,11,2
27,21,0,0.0,2021,3,21
27,22,0,0.0,2022,7,28
27,23,0,0.0,2023,9,16
27,24,0,0.0,2023,7,12
27,25,0,0.0,2023,1,23
27,26,0,0.0,2023,11,23
27,27,0,0.0,2021,1,11
27,28,0,0.0,2024,1,2
27,29,0,0.0,2022,8,13
27,30,0,0.0,2021,2,13
28,1,0,0.0,2020,4,18
28,2,0,0.0,2020,9,12
28,3,0,0.0,2024,5,10
28,4,0,0.0,2021,10,7
28,5,0,0.0,2021,2,24
28,6,0,0.0,2024,1,4
28,7,0,0.0,2022,8,24
28,8,0,0.0,2024,9,26
28,9,0,0.0,2020,3,16
